source,question,answer,rating
puzzles4_forum_hardest_1905,5...7..3..2....8....72.......35.1.4.1..4.7..3....3.1.......69.4.8......64.6.5..1.,569874231324195867817263459693521748152487693748639125235716984981342576476958312,34
puzzles4_forum_hardest_1905,5..8....9....1.25..27......6....859.....6...8...5..3..9..64...5..4.......1...7.4.,531826479896714253427359816643278591159463728782591364978642135264135987315987642,17
puzzles4_forum_hardest_1905,.....5..7.8......27...1.4..9...3.1.4.746....33...9.....3..4..7.1..3...4....1.93..,619425837483967512725813469962738154874651293351294786238546971197382645546179328,62
puzzles1_unbiased,.5..1....3..7...159.............2..88.934.......59.7..5....6..96.31.98..1......3.,754913286328764915961285473415672398879341562236598741587436129643129857192857634,0
puzzles1_unbiased,....9......7....9143..28.....3...9...5..17..86.89...4....4..82....3.......6...35.,521796483867543291439128576273684915954217638618935742395461827782359164146872359,0
puzzles4_forum_hardest_1905,..4....2..9...1..72.....8....17....65....6....6.91.......3......7...9..53..18.4..,784593621693821547215674893421738956539246718867915234948357162172469385356182479,21
puzzles4_forum_hardest_1905,3....8.1...15..2...9.......4.....6.2..76...5.....3.7.1.4...9.....21....78...5....,374298516681573294295461378439715682127684953568932741743829165952146837816357429,9
puzzles1_unbiased,...........35....6.296.81....4..6..3...1.3.......2.7.9..1...3..2...3..5.7......64,647319582183572496529648137914756823872193645356824719491265378268437951735981264,2
puzzles1_unbiased,...4.3.2..4.1.6.....7.294.....9..6.347...8..9.......547.2......1......38.39...1..,698473521245186397317529486851942673473658219926731854782314965164295738539867142,3
puzzles1_unbiased,..45..9....6934..1..........2......7..1.5...38.7....4.43..1..926...97.1....4.....,384571926276934851195268374523849167941756283867123549438615792652397418719482635,2
puzzles1_unbiased,.7..9.......8.6.2..6..7..84.25......4....1..71...57..85.7.4..6..4......2..8....79,871492635954836721362175984725984316486321597139657248597248163643719852218563479,2
puzzles1_unbiased,3...46..7.961...8.5.....9.3...39.........87.........92........6..27..85.4.5.1....,328946517796153284514287963257391648149628735683475192871539426932764851465812379,1
puzzles1_unbiased,6.1.94...59...6.....7.1..9..1...2.6...8...21.....3.5.7.5..4....8.......5..26.31.4,621394758593786421487215396315472869748569213269138547156847932834921675972653184,0
puzzles1_unbiased,..9267........3.2..3...1...81..5....25..7.4.6...3..1.............56.931..8....2.4,149267853578493621632581947816954732253178496497326185364812579725649318981735264,0
puzzles4_forum_hardest_1905,..8....32.9.8..7...6....8....26......7..92...6...872...2.7..4......4...54.1.2..7.,158479632294863751367215894912654387873192546645387219529731468736948125481526973,16
puzzles4_forum_hardest_1905,.6.5..14...1.....9..4..8...1..6..25..26....9...5.8.........5..3..28..41.....4...7,963527148281436579754918362178693254326754891495281736847165923632879415519342687,18
puzzles4_forum_hardest_1905,7...........4....2.8...147...9..714.........5.4.3......9..6.....18....2.4....891.,764982351135476892982531476359627148621849735847315269293164587518793624476258913,31
puzzles4_forum_hardest_1905,.5.92..3.3...1......2..3..55....9.2...8.....4...74.5...7....6..9.6..1.5...56..8..,854927136397516248162483795541869327728135964639742581473258619986371452215694873,28
01_file1,.4..2...85....13.9.....3.......8.2....2..9..375...2..4...1.4.9..9..3.8.1.2..9.4..,347925168568471329219863547934587216182649753756312984873154692495236871621798435,34
puzzles1_unbiased,68...........1..6..2..487..93..2.476....6..1....5....9......2384..........2.9.1..,681735924574219863329648751935821476748963512216574389197456238453182697862397145,0
puzzles4_forum_hardest_1905,..37...2......59........4.77.23.68.9.3.........94....2.1..6...43......8...48..2..,593741628247685913681932457752316849438529176169478532815267394326194785974853261,6
01_file1,...5.74.2.....3.5....2.....45.6..2...2...15.99.1.........1.56.........41.6..249..,836517492792843156514269378457698213623471589981352764349185627275936841168724935,18
01_file1,.8.42.91.....1.8......7..5.86.......1.75....9.59...16..15...6..67..5...89........,583426917746915832291378456862139745137564289459782163315897624674251398928643571,15
puzzles4_forum_hardest_1905,..5.2....7..83..9.82...17....4.12....5..7...1.7.3..2.....1....621..8.3...........,135729684746835192829461753384612975652978431971354268593147826217586349468293517,68
puzzles4_forum_hardest_1905,..9.6.....4..8.1..2....7..6.5.2..4....1....9.3..6....88...2...7.....3.5....7.....,539162784746389125218547936957238461681475293324691578865924317472813659193756842,6
puzzles0_kaggle,58.3.9...9....67.2...48....4..82......6..5.1.7.....5.9.39.6...16..2.78....1.3..54,582379146943156782167482935495821367326795418718643529839564271654217893271938654,0
puzzles4_forum_hardest_1905,51...9..8....5.2................8.1.18.5....39...1.7..35..8...98.49........3...6.,512679348638451297479823156265738914187594623943216785356182479824967531791345862,7
puzzles4_forum_hardest_1905,.3..9..8.1..8..5....8..7..6.2...9.5...97....28...624.......12..3......4...2.7...8,735296184196843527248517396623489751419735862857162439984651273371928645562374918,31
puzzles4_forum_hardest_1905,2..8.4.5..6...9.....8.3.2...1..2...5...4..3...7...3.2...9...4..72.....1.6.......2,237864159165279834948531267813927645592486371476153928359712486724698513681345792,16
01_file1,.15...7..3.6...95.97...6..3....241.....6....9..31.....7....1.....19..5.75.9....6.,215349786386217954974586213698724135127635849453198672762451398841963527539872461,54
puzzles4_forum_hardest_1905,1..3....6.4..5......9..7...2..1.36...1..9...3..75...1.9.....3.88..2...6......82.1,182349576743651892659827134294173685518496723367582419921765348835214967476938251,37
puzzles4_forum_hardest_1905,1....53..5......2..6..1.45....19.....1...496.9.8.6............2.5.9..64.7...4...3,179425386534876129862319457625198734317254968948763215496531872253987641781642593,22
puzzles4_forum_hardest_1905,..9.......5..1..6.6.......85...7.6.1.7.6..5.2.......7..2.16...3..5..34..36..5..2.,149786235857312964632495718593278641471639582286541379924167853715823496368954127,21
puzzles0_kaggle,.2.36...95....76..93..8.4.77.....1.5.6.1.3...2.....968.7.4...8.4.82.139...1.56..2,127364859584917623936582417749628135865193274213745968672439581458271396391856742,0
01_file1,......7.6..1..2....6..3.........3..8.3.2...1.5...1.3...2.7.4.6..1.....7.9....14.3,298145736351672849764839251147953628639287514582416397823794165415368972976521483,66
puzzles4_forum_hardest_1905,.....58.....1..6.2..8.2..9....4.1...3..5....9..6.9.7....2.1...6.4.......1....3.7.,264935817937148652518627493829471365371586249456392781792814536643759128185263974,26
puzzles1_unbiased,81......6..31...5.....82......4..9........13.....3.7...2.3.7.41..12...7..7..6..8.,814573296263194857759682413387416925546729138192835764928357641631248579475961382,1
puzzles5_forum_hardest_1905_11+,.4.7...3......5..86....17........5..3..6...4...4.1.9....62...7.23....8...7..9...2,841769235927345618653821794162974583395682147784513926516238479239457861478196352,17
puzzles4_forum_hardest_1905,.2...83..5...2..9....1....2.8...3..4..4.7....9..8..6....7....5.8....9..3.6.4..1..,426798315513624897798135462682913574134576289975842631247381956851269743369457128,29
puzzles4_forum_hardest_1905,6..........7...2...489....51...9.8.3.83..7..9...8...5..34.8...7...3..5....17.4...,695231478317458296248976315172695843583147629469823751934582167726319584851764932,18
puzzles1_unbiased,87.........41.9........3....9...57.472..6..5..4.....16..7.5.....3.8.76..2....1.9.,879542163364179825152683479698215734721364958543798216417956382935827641286431597,3
puzzles4_forum_hardest_1905,4...6..8...75......6....97...23....79......4.78....6..3.1.72......1.........53..1,439267185827591436165834972612348597953716248784925613341672859576189324298453761,12
puzzles4_forum_hardest_1905,...4.7.6..5..2.7....7.....33...9...2.9.2.8...5....49...3..8.51.1....6..7...1....9,913457268658321794247869153381795642496218375572634981734982516129546837865173429,43
puzzles4_forum_hardest_1905,..7..4..2....8.3...5.9......2...5..7...1..8..7...9....5....6..4.64.1.2....2...63.,317654982496782351258931746829365417635147829741298563573826194964513278182479635,12
puzzles4_forum_hardest_1905,9..7...6..7...39....2.4...75....18...3.4....9..8....1..2.3....6......7......564..,953718264674523981182649537567931842231485679498267315825374196346192758719856423,35
puzzles4_forum_hardest_1905,....43.5...4.529.....1....4...7..54...5.26..9.8....26..6.......3..2.......2.64.9.,697843152134652978528197634216789543745326819983415267461938725359271486872564391,46
puzzles1_unbiased,5..2..8.6....93.....8.5.3......1.9....2..516....3..7...5..28....7......4.3.7.6...,513274896627893451498651372365417928742985163189362745954128637876539214231746589,0
puzzles4_forum_hardest_1905,..14...8.7....29...5..3......2..17......5..9.8..2...6...4..7.2..3..2.6.....6....9,961475382743182956258936417392861745416753298875249163684397521139528674527614839,15
puzzles4_forum_hardest_1905,..1......6...8...9.894.....9.58..63..1.69...8..6..4.....891...5.....2.8.......7..,251379846634281579789456312945827631317695428826134957478913265593762184162548793,5
puzzles4_forum_hardest_1905,5......4...3...9.64...6.3..8...........2.81....9.5..6..2...14.7...7.......4.3..9.,596183742183472956472965318847619523365248179219357864628591437931724685754836291,37
01_file1,.467.58..5...8..67......54...3....5686....73....3..4...7....3....42.9.....5....8.,246735819531984267798621543423817956869542731157396428672158394384269175915473682,4
01_file1,........2...8...9....3..1.....7...592.9.4....75...142...4.9...59.5..7.1.12.....7.,687519342341862597592374168418723659239645781756981423874196235965237814123458976,32
puzzles1_unbiased,....6........729...8..4..361....7..2.4..2....6.31.....5..4.......8....1.4...85.63,954368127361572984782941536195837642847629351623154879576413298238796415419285763,0
puzzles4_forum_hardest_1905,......29..6....8..3.98....16....5..3.......2.8.23..1......4.3...7...1...2.39...1.,718453296465129837329876541691285473537614928842397165186742359974531682253968714,11
01_file1,.5...164.61.84......7.....8...7...1.92.....8......65.....16...7....58......4...51,258971643613842975497635128586794312924513786731286594845169237172358469369427851,29
puzzles4_forum_hardest_1905,.3.5.....8....4..5..6.1.8....2..1...6..8..2..78..2...19..1....4.7...9.3...8.7.1..,139587462827364915456912873592741386613895247784623591965138724271459638348276159,5
puzzles4_forum_hardest_1905,.....1....5.....7...2.7.91..2..6....69...82....8.....7..9.2.8.....4....3..6.837..,974251368851639472362874915423967581697518234518342697139725846785496123246183759,33
puzzles4_forum_hardest_1905,6..2143...5.8.....1....92...16...9.......6.3.3...9...4....2...72....14..........3,678214359952837641143659278416372985589146732327598164864923517235781496791465823,34
puzzles2_17_clue,.7.....3.9..84.......5....6......9..84..........2.............5.....389..2...4...,578621439936847521412539786253476918841395267697218354389762145764153892125984673,0
puzzles4_forum_hardest_1905,.4.......8.71....45.18.4.7......9.....9.8.32..8.3.5.97.7.5.8..1....3..6..........,246753189897162534531894276365279418719486325482315697673528941154937862928641753,75
puzzles4_forum_hardest_1905,..7.65.2....87..........7....2....437...3.1....56.4.....9...4.7.....9...52.7...9.,387465921296871534451293786962157843748932165135684279619328457873549612524716398,76
puzzles4_forum_hardest_1905,4...1..9...7...2...5.3.......694...8...18.5..8....3.4.....3...2.6....7..9..8...1.,482517396137698254659324871726945138394186527815273649548731962261459783973862415,17
01_file1,51.97....6....27.5.....691...5.1..6...12.9...72.5......967..3........49..........,513978624689142735247356918935417862461289573728563149896724351172835496354691287,16
puzzles4_forum_hardest_1905,9...2.6....13...5..8......7.7.1....85...9.4....4..2...1..4.69....6.5..1.........6,937521684461378259285964137679145328523897461814632795152486973346759812798213546,21
puzzles4_forum_hardest_1905,48........3....81...73....4..268....8..7.4..2.7..52...7.....6...2.8.7..3....9.2..,481275936235946817697318524312689745856734192974152368743521689129867453568493271,74
puzzles5_forum_hardest_1905_11+,.2..7.5..1..6........8.5....9...........9..72...5.69...7..6.2.44......3...3.5.71.,824973561157642893369815427298437156546198372731526948975361284412789635683254719,7
puzzles4_forum_hardest_1905,..3.51.6..81.4....4..7.....3..1..7....6..5.3..2......8.3.51..9......9.....963.1..,273951864681243975495768321358192746716485239924376518832514697167829453549637182,25
puzzles4_forum_hardest_1905,...1..5.3..5..82.1.......8...82...3.9...4.....4...7..6..23...1.7.........6..9...5,876124593395768241214935687658219734927643158143587926582376419739451862461892375,41
puzzles4_forum_hardest_1905,.72...1........3.53...1..2...84.........2.5...9...7.6..4...8.....79.....6...5...3,572384196914672385386519724768495231431826579295137468143268957857943612629751843,60
puzzles4_forum_hardest_1905,1.........2.1..7.3..6.2..1..64.....53..6...7.....8.4....3..9...6..3...2..8..5...9,197834652428165793536927814864791235315642978972583461253479186649318527781256349,13
puzzles4_forum_hardest_1905,.2.1..7..5......4..6..8...3..9.6.38.........9.8...962....6..1...9..3...27....5...,324156798518973246967284513459762381276318459183549627842697135695431872731825964,24
puzzles1_unbiased,17..93......1.4.7....75.2....9542..7..3........48...5.....7..134..3....8.5..2...4,176293845235184679948756231619542387583617492724839156862475913497361528351928764,2
01_file1,49......26.1..2.........91....2.43.1..3.16.94.4.93.62.5..4.1...7...6.............,495173862681592437372648915956284371823716594147935628539421786714869253268357149,48
puzzles1_unbiased,..93.1..7....8.2...83....5......7.28..4.58.......3.5.6.6......2.....9.1.9.8.2.36.,529341687146785239783296451635417928294658173817932546461573892352869714978124365,2
puzzles4_forum_hardest_1905,....8.....6.5..8....3..9.5......13....9.2...1...95..2...8..2.3.7..4.....4.2..5.1.,527186943961534872843279156276841395359627481184953627618792534735418269492365718,20
puzzles4_forum_hardest_1905,.1.82......517..8......6..14...98..3......6...2.5...9.3.......2..7...4...9..8..7.,714825369635179284982346751456798123879231645123564897348657912567912438291483576,22
puzzles4_forum_hardest_1905,..5....1.2.....8...6.3....9..7.8.2..3....7.58.9.6........4..1...4..31.......69..4,985724613273196845164358729457983261316247958892615437538472196649831572721569384,26
puzzles4_forum_hardest_1905,..95...47.1...4.......792........85...3.5..746..4.7..........2.9..3.......4..5.93,869523147712684539345179268497231856123856974658497312536948721971362485284715693,45
puzzles4_forum_hardest_1905,..21..4..1.......394.....1.....6..3......8..75..2..9...9.5..3....4..7..6..5.3..8.,732189465158642793946375812289764531413958627567213948891526374324897156675431289,25
01_file1,..91...53.........5...9.2.....6......9.5...34..3..7.6.9..3...41..1.8.....34......,479128653312765498586493217147639582698512734253847169925376841761984325834251976,27
puzzles1_unbiased,...64..383....5.....5..1..44.7...98...98.7.16......3..6547......1..............9.,271649538346285179895371264437156982529837416168924357654793821912568743783412695,0
puzzles4_forum_hardest_1905,7...95.2..5..4......6.....5...1.......8......5...23..7.8...2.93...4...722...395..,713895624859246731426371985972184356138657249564923817687512493395468172241739568,33
puzzles1_unbiased,798..2...1.....4.34.......8.2.1.9..75..2....4.6...35....7..6......9............31,798342156152687493436591278324159867579268314861473529217836945643915782985724631,3
puzzles4_forum_hardest_1905,..4.9.....1.7..8..2.7..56........17...5...3...7.3....89....2....6.1...8.....4...6,534896721619723845287415693346589172895271364172364958958632417463157289721948536,29
puzzles4_forum_hardest_1905,.6...7...5...3...8..14...2.....489.....35....8....6.54.9...34....2....1.6...7...5,268197543547632198931485627753248961416359782829716354195823476372564819684971235,9
puzzles4_forum_hardest_1905,....5...68...7.2...6...9.75......6...7.9...242.6.4..9..4..9..52.....43....1..2...,427153986859476231163829475984235617375961824216748593648397152792514368531682749,24
puzzles4_forum_hardest_1905,..7.5.6...9.....5465......1.....8..3.7..4.9....95...4..2..7.4.......3..8..14...2.,237154689198632754654789231465928173872341965319567842923875416746213598581496327,10
puzzles4_forum_hardest_1905,........5.6..92.1...76..9....2..64..6..7...5.3...4....9....8.3..1.4....8..8.6.2..,439817625865392714127654983582936471694781352371245896946528137213479568758163249,7
puzzles1_unbiased,.9.6.5241...........2.1.59..8.2..........4..3..3.7..8........6.7....8.545.6..1.2.,397685241815492736462317598184236975279854613653179482948523167721968354536741829,0
puzzles4_forum_hardest_1905,.9...16....73.....5...4..7......9..2.1..8..6...46..9..8......1..7..5.4....2..3..6,398571624467328591521946873685739142719284365234615987853467219976152438142893756,30
puzzles4_forum_hardest_1905,.5..6.....235....81....35...72..54...1...2.5.....4....73..9..8...1..73.........47,957468231423519768168723594872935416614872953395146872736294185541687329289351647,7
puzzles4_forum_hardest_1905,7.1....42.8..1.3..3.4.........9.......3.814.....64......84.275........8.4...781..,751369842689214375324857691846923517593781426217645938168492753975136284432578169,19
puzzles4_forum_hardest_1905,.6...9.7...93.......5.4............86....1.9.....3.2....6..7.5..7......2.1..8...4,461259873729318546385746129147592638632871495958634217896427351574163982213985764,69
puzzles4_forum_hardest_1905,..8..97...1......22......5..5.....144..9.......7.438.....39.6.......6.....687....,538129746614735982279468153952687314483912567167543829825394671791256438346871295,48
01_file1,...2..5..5.37...92.1..9..7...4..3.......5......6....13...5.9..79.7.2.15..3..1....,679238541543761892218495376184973265392156784756842913421589637967324158835617429,30
01_file1,...1...6...9...1...167..9.2...6.253..3...........3.4..7.2..96.....3.72...9..6..1.,427195368359826174816743952948672531631458729275931486782519643164387295593264817,17
01_file1,.4.96.....65.749.8..75...4..78..5......6...9.6...8.5.7..........9..4.3...8...92..,843961752165274938927538146278195463354627891619483527431752689792846315586319274,19
puzzles1_unbiased,...84.1....86..2..3....79......8..9..8...973...5.....2.5......7746.3.....31..4...,927845163518693274364127958173582496682419735495376812859261347746938521231754689,3
puzzles1_unbiased,.3.8.59......74...25..9.....96.....45...6.13...4...62.76.581....4.....5......3...,437815962689274315251396748196732584528469137374158629762581493943627851815943276,0
puzzles4_forum_hardest_1905,4...5.6....9.6...2.6...1.4..46..5.1.7..8......5...4.2..3.54.2.....13..5......2...,487253691319468572265791348946325817723819465158674923631547289892136754574982136,7
puzzles4_forum_hardest_1905,38.5......2..48.3...4.....516.....2...83...5...3..17......9...6..28...4..3...7...,381529467526748139794136285167954328948372651253681794415293876672815943839467512,43
puzzles1_unbiased,3.........154863..6....1.7..51.....9...1....44...2..3.....7...8..7..59...4.9.8.5.,394752186715486392628391475251843769983167524476529831539674218867215943142938657,0
01_file1,23...........4.2......6.3..7.9.35....1.9...7..52....3..73..251.......7.99.51...2.,236571894597843261148269357789635142314928675652714938873492516421356789965187423,41
puzzles0_kaggle,...28..3519..6.7.2..8.3.4..3.5.....7.6..94..1.4....8..25491...37...42.1..8.7...9.,476289135193465782528137469315826947867594321942371856254918673739642518681753294,0
puzzles1_unbiased,...8..1...3.......4....2.78..32......5...8......51.927..96.......6.2..3...7.94..5,762839154138457296495162378973246581251978463684513927319685742546721839827394615,1
puzzles1_unbiased,.26..4.1.5.91...4..4..3..........6...9.473..2...81...3..1.58...48.2....7.........,826794315539182746147635829314529678698473152752816493971358264485261937263947581,1
puzzles4_forum_hardest_1905,.....1.3..4..8.9.17....9...4............5...2.6.9..1.5.9...56.8..6....2...486....,659241837342786951718539264425178396971653482863924175297315648186497523534862719,46
puzzles0_kaggle,8.4.57..25..436...96.8....7..1....4.....1.69832..9...5....43.1..37..8..9.5627....,814957362572436981963821457691785243745312698328694175289543716437168529156279834,0
puzzles4_forum_hardest_1905,.6...2.4....34.6....5...3.2..92..13....18....21...3..4.......7.17...64..9.......6,863912547721345689495678312549267138637184925218593764356429871172856493984731256,25
puzzles4_forum_hardest_1905,1...8..7...8..2..1.3.6.18....3.2.1..94......7...4....65..........2.6.7.....2...95,124385679698742531735691842863927154941856327257413986579134268482569713316278495,23
puzzles4_forum_hardest_1905,..5....643....6....6..5.9...5..2.8....17.....68..9.2.....8..1......1...2.1.5.2.89,895231764347986521162457938759324816231768495684195273926843157578619342413572689,39
puzzles4_forum_hardest_1905,..23...1..4...29..3...7...26..9......7.5.......4..7..94.3..1..78.........57.6.8..,982346715746152938315879462628914573179538246534627189493281657861795324257463891,21
puzzles4_forum_hardest_1905,.8.....72..2.7....4..9..8.68..6..7.9.3.....6......5....68..91.41.........491..6..,986451372312876495475923816851642739234798561697315248768239154123564987549187623,4
puzzles4_forum_hardest_1905,..3.7..62.1.6.....6....97.......7.1..7..82.5.8..9..2.72...9.4....5..4..6.3.......,943578162712643598658219734529467813374182659861935247286391475195724386437856921,54
puzzles4_forum_hardest_1905,6.8.7.3..............2.8..17.46...39..3.4.....6...74..1........3.6.9.7...8.....53,658971342291463587437258961714625839523849176869137425175386294346592718982714653,50
puzzles1_unbiased,.6.....9..85.9.3....142........1.5.6....4897........3.1..5.....6...7..2.4.96...53,364851297285796314791423685832917546516348972947265831128534769653179428479682153,1
puzzles1_unbiased,..1.8.......6..1.2.....5.6.8......7.1.......32.547.8...3.51...4......7.9.82.4.6..,621384597358697142974125368843261975167958423295473816739516284416832759582749631,0
puzzles4_forum_hardest_1905,.2.9....7..5..736.....3......8....4.6....85...9.7....12...7...4.1..49......2..1..,823965417945127368761834259158693742672418593394752681286571934517349826439286175,16
01_file1,....9.7....85...9...2.......3..7.5..5....6.17.....19....36...7.6...1.3.9.9573..6.,361294758748563192952187634134978526589326417276451983813649275627815349495732861,7
puzzles4_forum_hardest_1905,9..8...2......3..9.36..2..5.9..28.4....4....74...3.2......156..2..38..7..1.......,954867321872153469136942785691728543523496817487531296749215638265389174318674952,19
puzzles4_forum_hardest_1905,..7....5.5..6...43.....5..1..4.3.18....86.4..8....9.364..9......2.......9...5..64,147392658592618743683475921264537189359861472871249536435926817726184395918753264,30
01_file1,.....53...7.1.34.9.9..4..1...95.47......31......9....1..7.5..9......7..3.62....4.,641895372578123469293746815319564728786231954425978631837452196954617283162389547,30
puzzles4_forum_hardest_1905,9.5.3....8..9....7.2...89......94.6..5......16..1..7...3..4.1..1..3...7...2...8.3,915437628864921537327568914271894365459673281683152749738249156196385472542716893,50
puzzles0_kaggle,...12.5..6594...2..7.....984..9..1....8.14.76.32.5....915..7...3......45...23.6..,843129567659478321271563498467982153598314276132756984915647832326891745784235619,0
01_file1,..8.....7.3512.8...6...85...5....39....8..7...79..5..6.9..6..5.3.....9...8....6.3,918456237735129864264378519851647392623891745479235186192763458346582971587914623,10
01_file1,...71..3..12..5.8.7....2..5.6........9..3....3....1..8.......53.7325.81.8..1..7.2,589716234612345987734982165461528379298637541357491628126879453973254816845163792,4
puzzles1_unbiased,2..8....65...3...2.8..7..1.......6..8.4..5..7..7.1..4...6..72.8............4..179,273851496561934782489672315932748651814365927657219843146597238798123564325486179,1
01_file1,.........2.....46.7.......18.6.453.....8.....14...35...5..816....136..8......4.3.,318496257295178463764532891876945312532817946149623578953781624421369785687254139,29
puzzles4_forum_hardest_1905,5..7...2...6..4..3.1............9.822..5..3....1.2..57....4......9..6...7..3....5,543761829976284513812935674357619482294578361681423957135847296429156738768392145,10
01_file1,..1.7..4.92.....174.....6.9...........672.9....4...16.6..4..7..17..354.........2.,361579248928643517457281639235196874816724953794358162683412795172935486549867321,35
puzzles4_forum_hardest_1905,7......1.......9..9.3..4..22.5.4...889.5........2.8........54..5.24....3.7..3..6.,728659314641382957953174682265947138894513726137268549386725491512496873479831265,61
puzzles4_forum_hardest_1905,1..3..2...68......3..1..9.8.43..5...2..9..3....7.....4...4...324............914..,175389246968742513324156978643825791281974365597613824759468132412537689836291457,91
01_file1,.5.8.4.2.....95.4....12...........9.6.3...85...8..14..1.92..........85..8..4.921.,951874623237695148486123975514382796623947851798561432179256384342718569865439217,45
01_file1,.....48.2.......49...9..15.63..52.....8..9.....2.8...1.8..412.5.1.5.849..........,591634872726815349843927156634152987158379624972486531389741265217568493465293718,38
puzzles4_forum_hardest_1905,.....9..4..6.5..8....7..9....26....85...2....16...3.2.8.....1.6.45......6.1.3..5.,357289614916354782428761935732615498584927361169843527893572146245196873671438259,27
01_file1,7.91.......8..9.1.......2......2.1...95.8....21.7.59...8...7....712..6.3..25.....,739152846628439517154876239867923154495681372213745968986317425571294683342568791,12
puzzles4_forum_hardest_1905,...1..9..9...75.2...6..4..7..4..81..6....3..8.8.5....9.6...9..33...5.7....2..7...,875162934943875621126394587734928156659713248281546379567289413398451762412637895,46
puzzles4_forum_hardest_1905,..92..8..2...1..5....3.....1....32.6..3.6...5...1...3...2..43.7.7...1.6.6..7...2.,739256841268419753415387692157943286943862175826175439582694317374521968691738524,37
01_file1,3.4...2.1.......8...2.3..7.....62.3....15....21...4...5..4....3.41..36..6..5...2.,364978251795241386182635974457862139936157842218394567529486713841723695673519428,52
puzzles4_forum_hardest_1905,3.....5...8.7...2.5.2.8.7.1..81....54....9..6....4.....3..2.8....14...5......6..9,376912584189754623542683791298167435457839216613245978934521867761498352825376149,18
01_file1,3...1.5....1....69...7......47......5.3.27..12..45....7.23.....1..5..2....4..23..,326914587871235469495786123647193852583627941219458736752341698138569274964872315,30
puzzles1_unbiased,9..8.....3.2.4......893.5.........7..3.6.7.5.6...1...9.5....13....3.842......6...,915862743362745918478931562584293671139687254627514389856429137791358426243176895,0
01_file1,15..8.43....54..8......17..3.187.....851.....74...3...5....8.....7.3......4..596.,156287439973546182428391756391874625685129347742653891519468273867932514234715968,29
puzzles1_unbiased,.6.....32..9...4...53...9.......72967...6....5...9..1......8....4.7.2..33...1..4.,867941532219375468453826971134587296792163854586294317675438129941752683328619745,1
puzzles4_forum_hardest_1905,9..8..7..1...5..6...2..1.3......4..3.9..654..4..1...5...9....825....8.4..4....3..,964823715183957264752641839625784193891365427437192658319476582576238941248519376,23
01_file1,.7..45...1..7.3......6...7..5.1..6..3.45...1.....37...7.6..12.85....6.....14.....,973245186165783492428619375857194623394562817612837954746951238589326741231478569,49
puzzles4_forum_hardest_1905,92.5....3..5.63.........5....96.53..5.23..9......4..7......1.....39..6......3...8,926574813815263749734198526479625381582317964361849275698751432143982657257436198,37
puzzles4_forum_hardest_1905,....6.........48...1.7....2..7.56.4.1..9....7.2.......2.....5....13....993..8.7..,492863175756124893813795462387256941145938627629471358278619534561347289934582716,35
01_file1,.1.98..4.9..3.18....3.46...1..........4..8...3.8...27......4.9.6..19......9.63..8,512987643946321857873546912125679384794238561368415279231854796687192435459763128,4
puzzles4_forum_hardest_1905,....5.1..2..9...3..1...4.....7.....5.....74..8..2...67.86....2..326....99........,469853172275916834318724956697438215523167498841295367186549723732681549954372681,21
puzzles0_kaggle,9.3..7.....1.5.4.2.4.6.9.7.8.2...9...698...14.5...6.3.48.91.7.63....2...2......81,923147658671358492548629173832471965769835214154296837485913726316782549297564381,0
puzzles4_forum_hardest_1905,..8..6.....7.5.9..1..7....4.....52...1.2....7....8..3.2...6.3....18....24......9.,548926713637451928192738564876315249315249687924687135289564371761893452453172896,34
puzzles1_unbiased,26..5......7..36...1.6.....4.8..59.7.......36....9..14..28.9...54..7....1........,264751398857923641913648752438165927791482536625397814372819465549276183186534279,2
puzzles4_forum_hardest_1905,.....65..4...8..3...15....8.9.7....27......4...8..59....68..7..3...5.....2...9..1,872436519459187236631592478193764852765928143248315967916843725387251694524679381,8
01_file1,..3...5..6.9...4..54.....1995.6....41....3.56.3.........14...3.4.....9......27..1,823941567619875423547362819952618374184793256736254198261489735475136982398527641,28
puzzles1_unbiased,......12.5..91.....98...5.....3.2...3....7.85....9.74.65..74.......5.86.8........,763548129542913678198726534475382916319467285286195743651874392934251867827639451,1
01_file1,...1.3.26.1.92.3.73....7...7.9...6...2.69......3..2.1.6...........31..65....7...8,897153426416928357352467891749531682128694573563782914671845239284319765935276148,46
puzzles4_forum_hardest_1905,..198.3...4...6..93........7.5...8....485...3......54...954..3.1..6..4.....1.2...,521987364847326159396415728735294816264851973918763542679548231152639487483172695,90
puzzles1_unbiased,.2.84....7...31.....37.........9.3.5..25..7.8....8.1....4.2.....914...52..76.9...,129845637765931284843762591418297365932516748576384129354128976691473852287659413,4
puzzles1_unbiased,1..94..6.8...6.......5.....2..7..8......21.56..8...9....7....1.6.5..3..9.2..7.54.,173948265852367194496512387264795831739821456518436972987254613645183729321679548,1
puzzles1_unbiased,.....79.......2...8.6..934..85....6..2.7...5..1...47..23..9..1.......6.....415...,152347986394862175876159342785921463429736851613584729237698514541273698968415237,2
puzzles4_forum_hardest_1905,.94..3.6.8..6....9.56...1...8.9....4....3.7....5..2.1..6...7......3..2....84....5,194253867823671549756894132287916354941538726635742918562187493479365281318429675,26
puzzles4_forum_hardest_1905,.8...37..6..7.......1.4...2..8..7.2.5..8.9..4.1..3.8....5..1.67.9.3..4.........9.,289153746654792183371648952938467521527819634416235879845921367792386415163574298,20
